timestamp,x,y,z
0,3.41,5.99,6.56
10,3.37,5.97,6.55
20,3.25,5.94,6.61
30,3.12,5.92,6.75
40,3.01,5.81,6.72
50,3.02,5.72,6.56
60,2.91,5.77,6.73
70,2.85,5.69,6.86
80,2.76,5.71,6.99
90,2.69,5.77,7.04
100,2.67,5.69,7.04
110,2.65,5.68,6.95
120,2.68,5.72,6.93
130,2.72,5.66,6.82
140,2.65,5.66,6.73
150,2.65,5.68,6.66
160,2.57,5.71,6.64
170,2.57,5.65,6.51
180,2.53,5.59,6.44
190,2.43,5.55,6.38
200,2.45,5.49,6.31
210,2.5,5.55,6.32
220,2.55,5.59,6.28
230,2.58,5.72,6.31
240,2.65,5.77,6.21
250,2.67,5.7,6.13
260,2.5,5.6,6.09
270,2.56,5.44,6.12
280,2.64,5.32,6.18
290,2.83,5.18,6.21
300,3.21,5.06,6.25
310,3.96,5.04,6.35
320,5.12,5.0,6.35
330,6.56,5.07,6.26
340,8.75,5.34,6.25
350,11.09,5.85,6.0
360,13.02,5.98,5.47
370,14.12,6.15,5.0
380,14.79,5.97,4.65
390,14.88,6.05,4.62
400,14.55,5.88,4.3
410,13.48,5.73,3.98
420,11.86,5.65,4.01
430,9.66,5.22,4.25
440,7.35,4.6,4.24
450,4.44,3.76,4.19
460,1.14,2.98,4.59
470,-3.0,2.13,5.2
480,-6.36,1.54,5.98
490,-7.72,1.43,7.35
500,-9.47,1.45,9.22
510,-11.34,1.21,10.24
520,-13.33,0.9,10.46
530,-14.18,0.61,10.01
540,-13.87,0.68,9.57
550,-13.24,1.05,9.54
560,-12.68,1.26,9.7
570,-12.12,1.25,9.69
580,-11.21,1.13,9.37
590,-10.1,1.26,8.84
600,-8.76,1.19,8.24
610,-7.27,1.34,7.83
620,-5.35,1.51,7.53
630,-3.8,1.79,7.41
640,-1.97,1.72,7.05
650,-0.53,1.79,7.18
660,0.93,1.81,7.41
670,2.66,1.9,7.58
680,4.55,2.23,7.74
690,6.52,2.81,7.87
700,7.9,3.48,7.93
710,9.08,3.27,7.92
720,9.92,3.2,8.05
730,10.78,3.35,8.66
740,12.84,3.44,9.25
750,13.83,4.64,9.43
760,15.42,4.36,9.4
770,16.27,4.0,9.28
780,15.84,4.17,9.54
790,16.06,4.24,9.39
800,16.52,4.2,9.0
810,16.75,4.05,8.77
820,16.5,3.83,8.54
830,15.92,3.45,8.18
840,15.17,2.9,7.74
850,14.45,2.58,7.3
860,13.41,2.5,6.99
870,12.21,2.43,6.92
880,10.55,2.1,7.05
890,8.7,1.44,7.23
900,6.33,0.71,7.38
910,3.83,-0.14,7.35
920,1.35,-0.65,7.34
930,-0.75,-0.72,7.55
940,-2.73,-0.61,7.85
950,-4.65,-0.66,8.24
960,-6.11,-0.91,9.01
970,-7.11,-0.66,9.41
980,-7.79,-0.34,9.52
990,-7.9,-0.15,9.59
1000,-7.87,0.05,10.02
