timestamp,x,y,z
0,2.39,4.5,7.4
10,2.31,4.54,7.47
20,2.24,4.46,7.51
30,2.26,4.34,7.52
40,2.26,4.3,7.51
50,2.28,4.3,7.65
60,2.35,4.35,7.75
70,2.46,4.34,7.8
80,2.55,4.27,7.72
90,2.66,4.12,7.63
100,2.96,3.84,7.48
110,3.57,3.59,7.3
120,4.59,3.2,7.07
130,5.78,3.02,6.91
140,7.37,2.98,6.69
150,9.06,3.06,6.22
160,10.95,2.89,5.77
170,13.13,2.97,5.38
180,15.1,3.11,4.95
190,16.42,2.99,5.01
200,17.18,3.04,4.75
210,17.1,2.98,4.66
220,16.25,2.55,4.1
230,14.65,1.99,3.77
240,12.7,1.25,3.82
250,10.34,0.89,3.94
260,7.6,0.37,4.14
270,5.2,-0.04,4.71
280,3.12,-0.5,5.7
290,1.02,-1.03,7.22
300,-1.42,-1.65,8.95
310,-4.31,-2.08,10.61
320,-7.07,-2.26,11.66
330,-9.42,-2.55,12.51
340,-10.9,-2.67,12.56
350,-12.11,-2.84,12.44
360,-13.56,-3.09,12.43
370,-15.01,-3.45,12.21
380,-16.42,-3.98,12.03
390,-18.03,-4.5,11.8
400,-19.19,-5.2,11.31
410,-20.2,-6.15,10.72
420,-20.94,-7.28,10.23
430,-21.43,-8.05,9.73
440,-20.97,-8.73,9.5
450,-19.91,-8.91,9.42
460,-18.02,-8.8,9.25
470,-15.83,-8.67,9.18
480,-13.6,-8.5,9.44
490,-11.22,-8.12,9.83
500,-8.78,-8.24,10.16
510,-5.75,-8.51,10.75
520,-1.79,-8.72,10.92
530,3.55,-8.15,10.8
540,9.24,-6.83,9.55
550,13.59,-4.58,9.08
560,16.7,-2.37,10.37
570,19.26,-0.43,12.1
580,21.71,1.36,12.96
590,23.63,2.81,13.05
600,24.19,3.81,12.64
610,22.95,4.38,12.08
620,20.76,3.86,10.92
630,18.25,3.02,9.55
640,15.81,2.09,8.23
650,13.64,1.2,7.25
660,12.51,0.45,6.52
670,12.45,-0.2,5.97
680,12.65,-0.23,5.92
690,12.8,-0.01,6.55
700,12.71,0.05,7.37
710,12.58,-0.16,7.95
720,12.23,-0.62,7.92
730,11.86,-1.33,7.93
740,11.38,-1.9,8.39
750,10.58,-2.53,8.97
760,9.24,-3.16,9.19
770,7.82,-3.66,8.88
780,6.37,-3.99,8.37
790,4.79,-4.49,7.92
800,2.53,-5.04,7.65
810,0.02,-5.69,8.32
820,-2.76,-6.21,9.7
830,-5.03,-6.77,11.15
840,-6.5,-7.3,12.17
850,-8.09,-7.69,12.69
860,-9.73,-7.86,12.77
870,-11.07,-7.72,12.83
880,-12.1,-7.49,13.06
890,-12.55,-6.99,12.94
900,-12.14,-6.25,12.73
910,-10.83,-5.36,12.51
920,-9.34,-4.51,12.25
930,-8.04,-3.77,12.04
940,-6.72,-3.19,11.69
950,-5.43,-2.55,11.13
960,-4.31,-2.22,10.49
970,-3.63,-2.05,10.05
980,-3.11,-2.09,9.7
990,-2.62,-2.1,9.51
1000,-1.96,-1.92,9.5
