timestamp,x,y,z
0,3.24,4.98,6.69
10,3.33,4.96,6.77
20,3.46,4.91,6.79
30,3.51,4.9,6.75
40,3.61,4.96,6.75
50,3.7,4.98,6.87
60,3.85,4.99,6.93
70,4.06,4.93,7.06
80,4.42,4.78,7.2
90,5.0,4.72,7.52
100,5.65,4.59,8.32
110,6.39,4.44,8.97
120,7.34,4.33,9.59
130,8.71,4.24,9.68
140,10.02,4.15,9.32
150,11.3,4.12,8.49
160,12.38,4.28,7.21
170,13.02,4.73,5.78
180,13.25,4.95,4.59
190,12.85,5.22,3.64
200,11.96,5.32,3.2
210,10.81,5.34,3.01
220,9.5,5.14,2.79
230,7.84,4.43,2.53
240,5.82,3.84,2.12
250,3.95,3.38,2.24
260,2.09,2.98,2.55
270,0.18,2.7,3.67
280,-1.33,2.23,5.01
290,-2.66,1.76,6.13
300,-3.93,1.24,7.17
310,-5.38,0.77,8.16
320,-6.65,0.48,8.85
330,-7.83,0.34,9.42
340,-8.77,0.17,9.69
350,-9.86,0.1,9.64
360,-11.41,-0.08,9.56
370,-13.06,-0.43,9.31
380,-14.49,-0.87,9.3
390,-15.42,-1.48,9.33
400,-15.6,-2.09,9.52
410,-13.5,-1.75,8.66
420,-11.48,-1.64,7.91
430,-9.77,-1.15,7.22
440,-8.69,-0.46,7.19
450,-7.84,-0.17,7.25
460,-7.34,-0.02,7.02
470,-6.98,0.23,7.26
480,-6.51,0.5,7.85
490,-5.07,0.88,8.14
500,-3.28,1.12,8.34
510,-1.26,1.28,8.53
520,0.98,1.55,8.64
530,3.77,2.15,9.22
540,6.93,2.98,9.94
550,9.36,3.88,10.25
560,10.81,4.56,9.94
570,11.45,4.38,9.13
580,11.15,3.63,8.37
590,11.3,3.27,8.49
600,12.35,3.39,9.12
610,13.36,3.61,9.44
620,14.05,3.84,9.33
630,14.37,3.74,9.02
640,14.58,3.68,8.86
650,15.09,3.74,8.77
660,15.7,3.78,8.53
670,16.19,3.97,8.37
680,16.21,3.88,8.32
690,16.09,3.71,8.07
700,15.99,3.49,7.62
710,15.78,3.14,7.09
720,15.2,2.68,6.94
730,14.38,2.07,6.81
740,13.34,1.5,6.6
750,12.25,0.99,6.07
760,10.58,0.37,5.52
770,8.98,-0.17,4.47
780,7.44,-0.41,3.62
790,5.99,-0.43,3.32
800,4.45,-0.28,4.11
810,2.73,-0.2,5.42
820,0.55,-0.51,6.96
830,-2.0,-1.16,8.63
840,-4.67,-2.26,10.37
850,-7.13,-3.36,11.98
860,-8.79,-4.3,13.48
870,-9.95,-4.95,14.91
880,-10.45,-4.87,16.34
890,-10.12,-4.18,17.5
900,-9.18,-3.23,17.61
910,-8.06,-2.16,16.97
920,-7.01,-1.15,15.85
930,-5.89,-0.42,14.46
940,-4.72,0.23,12.81
950,-3.77,0.74,11.28
960,-2.82,1.22,10.28
970,-2.0,1.44,9.39
980,-1.74,1.88,8.32
990,-1.21,1.98,7.71
1000,-1.11,2.02,7.57
