timestamp,x,y,z
0,0.1,5.21,7.95
10,-0.14,5.17,7.81
20,-0.43,5.23,7.62
30,-0.65,5.28,7.58
40,-0.76,5.28,7.65
50,-0.86,5.28,7.72
60,-1.1,5.09,7.79
70,-1.31,4.92,7.76
80,-1.31,4.87,7.72
90,-1.18,4.93,7.7
100,-1.03,4.9,7.55
110,-0.88,4.92,7.55
120,-0.78,4.85,7.56
130,-0.61,4.8,7.68
140,-0.44,4.8,7.71
150,-0.28,4.81,7.71
160,-0.17,4.84,7.6
170,-0.08,4.87,7.54
180,-0.04,4.78,7.35
190,0.02,4.64,7.09
200,0.17,4.47,6.82
210,0.58,4.51,6.7
220,1.15,4.46,6.66
230,1.91,4.48,6.67
240,2.75,4.53,6.68
250,3.83,4.63,6.82
260,5.15,4.88,7.12
270,6.5,5.08,7.43
280,7.81,5.24,8.0
290,8.76,5.53,8.65
300,9.26,5.64,9.01
310,9.1,5.55,9.03
320,8.04,5.36,8.82
330,6.39,4.96,8.66
340,4.18,4.24,8.11
350,1.89,3.57,7.64
360,-0.51,3.14,7.29
370,-2.79,2.86,7.19
380,-4.25,2.57,7.48
390,-5.22,2.64,7.95
400,-5.7,2.79,8.4
410,-5.78,2.86,8.54
420,-5.55,2.94,8.34
430,-5.15,2.98,8.05
440,-5.02,2.82,7.53
450,-5.17,2.63,7.14
460,-5.53,2.39,6.99
470,-6.18,2.07,6.75
480,-6.81,1.72,6.5
490,-7.21,1.49,6.21
500,-7.67,1.29,5.86
510,-8.01,0.89,5.53
520,-8.5,0.55,5.14
530,-8.86,-0.04,4.84
540,-8.93,0.03,4.85
550,-8.76,-0.26,4.83
560,-7.82,-0.23,5.34
570,-6.42,-0.09,6.08
580,-4.51,0.13,7.11
590,-2.31,0.63,7.97
600,-0.08,1.04,8.48
610,2.22,1.4,8.97
620,4.57,2.03,9.74
630,7.13,2.71,10.55
640,10.14,2.84,11.28
650,13.55,3.07,12.16
660,15.95,3.44,12.79
670,17.46,4.0,13.1
680,18.16,4.37,13.04
690,18.26,4.13,12.46
700,17.72,3.76,11.62
710,16.73,3.51,10.69
720,15.22,3.18,9.66
730,13.62,2.92,8.8
740,11.91,2.89,8.33
750,10.0,2.6,8.0
760,7.87,2.14,7.99
770,5.07,1.58,8.17
780,2.03,1.0,8.41
790,-1.02,0.34,8.77
800,-3.22,-0.1,9.27
810,-5.1,-0.3,9.55
820,-6.38,-0.44,9.73
830,-7.28,-0.33,9.78
840,-7.7,-0.06,10.12
850,-7.48,0.45,10.48
860,-6.75,0.99,10.72
870,-5.9,1.36,10.77
880,-5.3,1.59,10.48
890,-5.13,1.6,10.07
900,-5.2,1.54,9.63
910,-5.36,1.34,9.27
920,-5.13,1.2,8.9
930,-4.36,1.35,8.69
940,-3.36,1.61,8.59
950,-2.5,1.83,8.28
960,-1.58,2.01,8.02
970,-0.73,2.26,7.96
980,-0.05,2.4,7.95
990,0.54,2.61,8.05
1000,1.07,2.67,8.08
