timestamp,x,y,z
0,2.85,5.12,6.9
10,3.0,5.08,6.89
20,3.1,5.08,6.83
30,3.11,5.07,6.78
40,3.1,5.09,6.75
50,3.11,5.06,6.77
60,3.22,5.08,6.82
70,3.46,5.12,6.86
80,3.81,5.07,6.8
90,4.15,4.95,6.81
100,4.62,4.94,6.89
110,5.38,4.91,6.9
120,6.24,5.09,6.98
130,7.31,5.34,7.08
140,8.2,5.39,7.03
150,9.07,5.43,6.98
160,9.75,5.51,6.86
170,10.18,5.51,6.79
180,10.02,5.4,6.72
190,9.53,5.16,6.54
200,8.97,5.07,6.39
210,8.39,5.08,6.25
220,7.72,5.13,6.11
230,6.92,5.11,6.0
240,6.02,4.9,6.11
250,4.83,4.65,6.29
260,3.44,4.34,6.35
270,1.72,3.97,6.47
280,-0.22,3.58,6.63
290,-2.02,3.09,6.88
300,-3.43,2.73,7.21
310,-4.36,2.66,7.96
320,-4.74,2.83,8.71
330,-4.79,3.16,9.05
340,-4.78,3.58,9.03
350,-4.57,3.88,8.72
360,-4.36,4.2,8.33
370,-4.36,4.38,7.83
380,-4.75,4.29,7.36
390,-5.7,3.83,6.89
400,-7.13,3.12,6.44
410,-8.27,2.83,6.34
420,-9.61,2.38,6.41
430,-10.46,1.71,6.47
440,-11.23,1.24,6.37
450,-11.42,0.74,6.11
460,-11.02,0.43,5.7
470,-10.06,0.36,5.33
480,-8.69,0.53,5.22
490,-6.98,0.85,5.36
500,-5.17,1.16,5.51
510,-3.43,1.42,5.59
520,-1.88,1.45,5.8
530,-0.6,1.32,6.18
540,1.04,1.5,6.73
550,2.73,1.94,7.27
560,4.45,2.46,7.81
570,5.96,3.09,8.26
580,7.36,3.43,8.51
590,8.32,3.54,8.75
600,9.13,3.65,9.04
610,9.9,3.75,9.41
620,11.25,3.73,9.79
630,12.19,3.99,9.77
640,12.11,4.04,9.7
650,11.86,3.82,9.76
660,11.88,3.69,9.71
670,12.19,3.48,9.5
680,12.64,3.29,9.36
690,12.96,3.24,9.28
700,13.13,3.15,9.27
710,13.24,3.11,9.22
720,13.26,3.05,9.03
730,13.11,2.89,8.73
740,12.72,2.71,8.56
750,12.06,2.48,8.39
760,11.14,2.11,8.17
770,9.97,1.7,7.97
780,8.54,1.46,7.8
790,7.15,1.38,7.58
800,5.79,1.37,7.54
810,4.42,1.25,7.8
820,3.06,1.12,8.19
830,1.72,0.91,8.52
840,0.55,0.86,8.85
850,-0.57,0.58,8.98
860,-1.98,0.37,9.55
870,-2.93,-0.03,9.94
880,-3.68,0.25,10.16
890,-4.01,0.39,10.37
900,-4.26,0.55,10.72
910,-4.79,0.81,11.26
920,-4.84,0.83,11.19
930,-4.52,1.15,11.13
940,-4.4,1.23,11.08
950,-4.31,1.28,10.82
960,-4.29,1.01,10.76
970,-4.92,1.71,10.48
980,-4.45,1.12,10.03
990,-3.39,0.87,9.74
1000,-3.22,1.78,9.72
