timestamp,x,y,z
0,2.15,3.38,7.67
10,2.13,3.39,7.6
20,2.06,3.34,7.54
30,1.98,3.28,7.51
40,1.87,3.21,7.48
50,1.81,3.21,7.47
60,1.84,3.21,7.54
70,1.93,3.23,7.55
80,2.09,3.27,7.47
90,2.31,3.32,7.47
100,2.6,3.35,7.44
110,2.93,3.34,7.39
120,3.43,3.39,7.49
130,4.14,3.47,7.71
140,5.17,3.72,8.04
150,6.44,4.21,8.39
160,7.98,4.76,8.63
170,9.33,5.0,8.36
180,10.47,4.94,7.87
190,11.24,4.38,7.18
200,11.41,3.8,6.39
210,11.37,3.02,5.3
220,11.4,2.11,4.03
230,11.42,1.27,2.77
240,11.48,0.27,1.11
250,11.48,-0.44,-0.5
260,11.08,-1.29,-1.69
270,10.02,-2.25,-2.47
280,8.82,-3.11,-2.63
290,7.45,-4.12,-2.04
300,5.55,-5.24,-1.02
310,2.94,-6.23,0.16
320,0.06,-7.15,1.07
330,-2.43,-7.94,1.59
340,-4.15,-8.2,2.19
350,-5.39,-8.09,3.32
360,-6.3,-8.09,5.01
370,-6.93,-7.89,7.09
380,-7.49,-7.92,9.57
390,-8.52,-7.57,12.82
400,-10.21,-7.07,16.42
410,-12.08,-6.94,19.59
420,-13.66,-6.78,21.76
430,-14.24,-6.19,23.5
440,-13.61,-5.31,24.6
450,-12.35,-4.45,24.78
460,-10.68,-3.67,24.51
470,-8.71,-2.63,24.37
480,-6.4,-1.49,24.31
490,-4.01,-0.63,24.35
500,-1.74,-0.19,24.1
510,0.45,0.0,23.43
520,2.35,0.04,22.22
530,3.76,0.1,20.95
540,4.35,-0.47,19.57
550,4.83,-1.49,18.16
560,5.88,-2.56,16.83
570,7.63,-3.1,15.92
580,9.94,-3.44,15.86
590,12.5,-3.51,16.07
600,14.93,-3.47,16.17
610,16.61,-3.81,15.99
620,18.74,-4.59,14.83
630,20.4,-5.03,13.54
640,20.99,-5.35,12.69
650,21.37,-6.45,11.83
660,21.1,-7.23,10.55
670,20.44,-7.57,9.11
680,19.44,-8.16,7.98
690,18.68,-8.43,6.21
700,17.56,-8.38,4.27
710,16.0,-8.5,2.31
720,14.2,-7.99,0.66
730,12.67,-7.33,-0.57
740,11.18,-6.82,-1.1
750,9.25,-6.19,-1.11
760,7.32,-5.87,-0.93
770,5.37,-5.63,-0.81
780,3.52,-5.25,-0.57
790,1.63,-4.71,-0.04
800,-0.41,-4.05,0.86
810,-2.09,-3.3,1.62
820,-3.35,-2.52,2.43
830,-4.17,-1.69,3.6
840,-4.75,-0.96,4.78
850,-5.32,-0.45,5.99
860,-5.8,0.23,7.11
870,-6.12,0.83,8.16
880,-6.1,1.39,8.97
890,-5.6,2.1,9.42
900,-4.96,2.71,9.59
910,-4.22,3.04,9.59
920,-3.43,3.16,9.32
930,-2.63,3.37,9.21
940,-1.81,3.63,9.19
950,-1.08,3.84,9.29
960,-0.49,3.84,9.37
970,-0.06,3.8,9.29
980,0.25,3.73,9.09
990,0.55,3.74,9.01
1000,0.94,3.71,9.02
