timestamp,x,y,z
0,-0.12,5.28,6.91
10,-0.16,5.3,6.96
20,-0.18,5.27,7.0
30,-0.16,5.23,7.07
40,-0.14,5.24,7.06
50,-0.05,5.2,7.12
60,-0.08,5.13,7.04
70,-0.09,5.18,6.96
80,-0.08,5.32,6.95
90,-0.07,5.41,7.06
100,0.02,5.48,7.18
110,0.08,5.45,7.31
120,0.28,5.55,7.44
130,0.54,5.66,7.56
140,0.71,5.72,7.58
150,0.68,5.75,7.56
160,0.6,5.66,7.56
170,0.66,5.61,7.53
180,0.93,5.74,7.72
190,1.53,6.0,8.03
200,2.55,6.35,8.35
210,3.63,6.86,8.66
220,4.79,7.44,9.03
230,5.8,7.82,9.25
240,6.78,7.83,9.33
250,7.39,7.53,9.1
260,7.54,7.02,8.66
270,7.57,6.42,8.13
280,7.73,5.93,7.54
290,7.78,5.44,7.15
300,7.76,4.7,6.6
310,7.84,3.89,5.83
320,7.78,2.85,4.89
330,7.1,1.15,3.63
340,6.51,0.07,2.83
350,5.53,-1.33,1.92
360,4.36,-2.55,1.17
370,3.13,-3.79,0.37
380,1.87,-4.61,-0.12
390,0.41,-4.99,-0.17
400,-0.79,-5.12,0.27
410,-1.68,-5.22,0.83
420,-2.58,-5.35,1.19
430,-3.38,-5.31,1.47
440,-3.83,-5.26,1.73
450,-4.26,-5.42,1.87
460,-4.82,-6.02,2.14
470,-6.07,-6.98,2.52
480,-8.08,-7.59,3.71
490,-10.05,-7.83,5.71
500,-12.11,-7.88,8.43
510,-14.25,-7.76,11.38
520,-16.62,-7.48,14.07
530,-18.46,-7.11,16.42
540,-19.36,-6.69,18.48
550,-19.41,-5.67,19.84
560,-18.85,-4.56,20.59
570,-17.73,-3.52,20.83
580,-16.76,-2.83,21.28
590,-15.12,-2.05,22.41
600,-13.2,-1.22,23.43
610,-10.79,-0.45,24.09
620,-7.85,0.34,23.93
630,-5.16,0.8,23.46
640,-2.64,1.2,22.76
650,-0.47,1.44,22.13
660,1.15,1.46,21.14
670,2.46,1.19,19.97
680,3.2,0.68,19.37
690,3.63,-0.03,19.48
700,4.23,-0.79,19.76
710,4.84,-1.41,20.11
720,5.64,-2.0,20.24
730,6.88,-2.69,20.07
740,8.71,-3.28,19.13
750,10.43,-3.27,18.14
760,11.38,-3.28,18.28
770,12.16,-2.81,17.35
780,12.57,-2.38,17.12
790,12.85,-2.12,16.16
800,12.56,-2.21,15.27
810,11.84,-2.76,14.5
820,10.63,-2.89,12.78
830,10.09,-3.44,11.41
840,9.18,-3.66,10.21
850,7.84,-3.7,9.18
860,7.07,-3.64,8.39
870,6.53,-3.27,7.86
880,5.75,-2.87,7.2
890,4.95,-2.62,6.37
900,4.27,-2.49,5.19
910,3.68,-2.22,3.88
920,3.08,-1.97,2.73
930,2.31,-1.79,1.5
940,1.2,-1.56,0.49
950,-0.26,-1.09,-0.01
960,-2.05,-0.85,-0.06
970,-3.94,-1.01,-0.28
980,-5.91,-1.39,-0.62
990,-7.65,-1.47,-0.81
1000,-8.62,-1.26,-0.7
