timestamp,x,y,z
0,-0.09,3.84,7.89
10,-0.06,3.83,7.86
20,0.07,3.88,7.89
30,0.27,3.92,7.85
40,0.44,4.01,7.86
50,0.55,4.1,7.93
60,0.63,4.13,7.89
70,0.71,4.18,7.85
80,0.7,4.19,7.85
90,0.66,4.17,7.86
100,0.66,4.16,7.92
110,0.68,4.2,7.93
120,0.68,4.29,7.87
130,0.42,4.31,7.68
140,-0.09,4.29,7.49
150,-0.42,4.12,7.33
160,-0.57,3.98,7.43
170,-0.28,4.02,7.83
180,0.37,4.21,8.44
190,1.25,4.43,8.95
200,2.46,4.91,9.38
210,3.86,5.55,9.93
220,5.32,6.17,10.46
230,6.79,6.55,10.41
240,7.92,6.75,9.98
250,8.89,6.46,9.53
260,9.2,6.29,9.04
270,9.23,5.83,8.32
280,9.29,5.24,7.48
290,9.33,4.69,6.58
300,9.42,4.17,5.74
310,9.49,3.75,4.91
320,9.5,3.32,4.07
330,9.38,2.92,3.38
340,9.11,2.3,2.71
350,8.65,1.67,2.12
360,7.84,0.83,1.74
370,6.53,-0.32,1.51
380,4.92,-1.44,1.22
390,3.27,-2.42,1.0
400,1.64,-3.13,1.0
410,0.34,-3.78,1.32
420,-0.9,-4.14,1.88
430,-1.98,-4.44,2.43
440,-2.94,-4.58,2.87
450,-3.54,-4.57,3.34
460,-3.94,-4.48,4.02
470,-4.43,-4.23,4.74
480,-5.17,-4.2,5.32
490,-5.99,-4.46,5.57
500,-6.63,-4.91,5.72
510,-7.37,-5.32,6.07
520,-8.43,-5.92,7.01
530,-9.56,-6.23,8.3
540,-10.2,-6.34,9.74
550,-10.44,-6.6,11.51
560,-10.03,-6.54,13.49
570,-9.19,-6.24,15.29
580,-7.88,-6.0,16.94
590,-6.35,-5.51,18.43
600,-4.82,-4.61,19.07
610,-4.0,-4.06,19.07
620,-3.69,-3.98,19.0
630,-3.49,-4.18,19.11
640,-3.12,-4.41,19.68
650,-2.4,-4.37,20.63
660,-1.26,-3.98,22.07
670,0.47,-3.28,23.53
680,2.37,-2.32,24.66
690,4.26,-1.5,24.92
700,6.46,-0.98,24.33
710,8.31,-0.92,22.82
720,9.54,-0.98,21.19
730,10.6,-1.15,19.94
740,11.59,-1.03,19.24
750,12.55,-0.87,18.77
760,13.48,-0.91,18.09
770,14.16,-0.86,17.08
780,14.92,-1.06,15.91
790,15.53,-1.83,14.32
800,15.98,-2.33,12.63
810,16.19,-2.4,11.5
820,16.24,-2.24,10.62
830,16.14,-2.27,9.54
840,15.76,-2.34,8.46
850,15.01,-2.46,7.65
860,14.06,-2.87,6.9
870,12.76,-3.64,5.95
880,11.43,-4.13,4.94
890,10.07,-4.36,4.17
900,8.82,-4.51,3.71
910,7.53,-4.59,3.34
920,6.16,-4.37,3.34
930,4.98,-4.0,3.32
940,3.96,-3.56,3.19
950,3.03,-3.09,2.85
960,1.7,-2.65,2.67
970,0.16,-2.11,2.62
980,-1.16,-1.48,2.56
990,-2.23,-0.82,2.44
1000,-3.08,-0.3,2.5
