timestamp,x,y,z
0,2.92,5.84,6.68
10,2.88,5.94,6.78
20,2.96,5.91,6.82
30,3.0,5.94,6.86
40,3.08,5.87,6.78
50,3.13,5.83,6.7
60,3.2,5.79,6.58
70,3.26,5.7,6.45
80,3.28,5.54,6.32
90,3.39,5.45,6.19
100,3.61,5.39,6.05
110,3.86,5.39,5.88
120,4.28,5.48,5.8
130,4.36,5.54,6.0
140,4.63,5.61,6.08
150,4.68,5.43,6.22
160,4.73,5.1,6.36
170,4.76,4.81,6.32
180,4.79,4.48,6.09
190,4.74,4.16,5.77
200,4.7,3.78,5.31
210,4.65,3.45,4.69
220,4.48,3.06,3.89
230,4.15,2.63,3.02
240,3.8,2.17,1.97
250,3.46,1.61,0.69
260,3.0,0.96,-0.52
270,2.77,0.16,-1.69
280,2.64,-0.54,-2.65
290,2.37,-0.86,-2.78
300,2.11,-1.06,-2.57
310,1.99,-1.38,-2.14
320,1.9,-1.76,-1.47
330,1.88,-2.04,-0.78
340,2.05,-2.24,-0.04
350,2.7,-2.38,0.34
360,3.25,-2.16,0.81
370,3.81,-1.89,1.19
380,4.28,-1.86,1.62
390,4.21,-2.34,2.69
400,3.97,-2.96,4.16
410,3.87,-3.14,5.86
420,4.32,-3.06,7.61
430,4.92,-2.62,9.5
440,4.99,-2.12,11.13
450,4.36,-2.04,12.77
460,3.52,-2.13,14.23
470,2.78,-2.39,15.69
480,2.16,-2.58,17.37
490,1.34,-2.6,19.05
500,1.13,-2.4,20.93
510,0.18,-1.79,22.4
520,0.47,-0.96,23.38
530,1.44,-0.33,23.96
540,1.74,0.13,24.55
550,2.42,0.24,25.37
560,2.77,0.36,26.46
570,2.71,0.67,27.53
580,2.55,0.94,28.28
590,2.06,1.15,28.6
600,1.73,0.93,28.44
610,1.36,0.39,27.63
620,1.04,-0.25,26.43
630,0.97,-0.5,25.0
640,1.33,-0.49,23.46
650,2.13,-0.32,21.9
660,3.0,-0.21,20.44
670,3.69,-0.14,19.12
680,4.34,-0.17,17.67
690,4.96,-0.23,16.27
700,5.26,-0.4,14.94
710,5.2,-0.62,13.66
720,5.08,-0.96,12.45
730,4.85,-1.28,11.23
740,4.6,-1.47,10.12
750,4.43,-1.5,9.06
760,4.24,-1.46,8.11
770,4.03,-1.36,7.26
780,3.79,-1.31,6.41
790,3.45,-1.27,5.4
800,3.38,-1.32,4.11
810,2.72,-1.49,3.37
820,2.47,-1.73,2.31
830,2.16,-1.71,1.52
840,1.63,-1.6,1.07
850,1.2,-1.38,0.86
860,0.81,-1.17,0.91
870,0.41,-0.92,0.94
880,0.15,-0.58,1.01
890,-0.02,-0.21,1.07
900,-0.07,0.26,1.17
910,-0.09,0.73,1.42
920,0.11,1.27,1.67
930,0.26,1.89,1.99
940,0.28,2.4,2.18
950,0.41,2.85,2.32
960,0.57,3.29,2.53
970,0.57,3.72,2.83
980,0.67,3.98,3.02
990,0.86,4.3,3.17
1000,1.02,4.64,3.45
