timestamp,x,y,z
0,1.51,6.75,5.59
10,1.5,6.74,5.56
20,1.44,6.7,5.52
30,1.41,6.58,5.46
40,1.4,6.48,5.33
50,1.41,6.27,5.12
60,1.4,6.1,5.02
70,1.4,5.92,4.84
80,1.64,5.71,4.6
90,1.84,5.51,4.45
100,2.16,4.97,4.15
110,2.39,4.35,3.79
120,2.51,3.57,3.28
130,2.65,2.89,2.53
140,2.65,2.13,1.65
150,2.77,1.5,0.67
160,2.81,1.08,-0.25
170,2.92,0.6,-0.67
180,2.98,0.23,-1.24
190,3.1,-0.17,-1.59
200,3.5,-0.41,-1.96
210,4.0,-0.51,-1.99
220,4.21,-0.74,-1.79
230,4.28,-1.02,-1.5
240,4.29,-1.4,-1.29
250,4.32,-1.87,-1.1
260,4.38,-2.33,-0.76
270,4.33,-2.99,-0.27
280,3.96,-3.74,0.47
290,3.27,-4.5,1.33
300,2.63,-5.26,2.57
310,2.09,-5.78,4.4
320,1.2,-5.88,6.76
330,0.31,-5.63,9.26
340,0.31,-5.0,11.46
350,0.88,-4.59,13.42
360,1.08,-4.39,15.41
370,1.3,-4.55,16.87
380,1.21,-4.6,18.23
390,-0.65,-4.41,20.55
400,-0.66,-4.32,22.48
410,-0.77,-3.52,24.41
420,-1.15,-3.07,26.21
430,-1.46,-2.68,27.85
440,-1.81,-2.11,29.17
450,-1.89,-1.53,29.91
460,-1.89,-1.12,30.35
470,-1.87,-0.83,30.43
480,-1.86,-0.54,30.06
490,-1.62,-0.22,29.05
500,-1.28,0.0,27.62
510,-0.93,0.11,26.05
520,-0.55,0.17,24.41
530,0.11,0.27,22.84
540,0.99,0.33,21.3
550,1.67,0.28,20.14
560,1.98,0.16,19.21
570,2.12,-0.14,18.26
580,2.05,-0.54,17.39
590,1.87,-1.01,16.43
600,1.74,-1.28,15.42
610,1.8,-1.7,14.23
620,1.9,-1.87,13.07
630,2.09,-1.9,12.12
640,2.09,-1.93,11.35
650,1.85,-1.91,10.7
660,1.62,-1.73,9.97
670,1.63,-1.52,9.08
680,1.75,-1.47,8.16
690,1.65,-1.41,7.2
700,1.8,-1.17,6.3
710,1.94,-0.95,5.55
720,1.69,-0.67,5.15
730,1.3,-0.19,4.87
740,1.19,0.36,4.45
750,1.19,0.89,4.09
760,1.07,1.3,3.69
770,1.01,1.49,3.21
780,1.05,1.3,2.56
790,0.88,1.14,2.06
800,0.73,0.89,1.64
810,0.43,0.72,1.55
820,0.01,0.76,1.76
830,-0.47,0.9,2.03
840,-0.75,1.07,2.17
850,-0.96,1.32,2.29
860,-0.91,1.63,2.23
870,-0.74,1.94,2.11
880,-0.56,2.35,2.08
890,-0.29,2.71,2.11
900,-0.19,3.08,2.21
910,-0.12,3.45,2.42
920,-0.07,3.72,2.64
930,-0.15,3.86,2.86
940,-0.25,4.02,3.16
950,-0.35,4.14,3.44
960,-0.55,4.25,3.71
970,-0.69,4.42,4.01
980,-0.73,4.56,4.2
990,-0.81,4.71,4.52
1000,-0.92,4.79,4.79
