timestamp,x,y,z
0,2.43,8.45,6.55
10,2.27,8.29,6.53
20,2.25,8.07,6.42
30,2.15,7.88,6.42
40,2.05,7.75,6.56
50,1.99,7.83,6.75
60,1.97,7.94,6.66
70,2.18,7.98,6.3
80,2.28,7.8,5.64
90,2.05,7.58,5.1
100,1.9,7.41,4.76
110,1.89,7.35,4.59
120,2.05,7.38,4.43
130,2.23,7.32,4.23
140,2.37,7.12,3.95
150,2.48,6.78,3.62
160,2.55,6.36,3.28
170,2.66,5.9,2.95
180,2.82,5.35,2.55
190,3.31,4.9,1.98
200,3.75,3.93,0.94
210,4.46,2.75,-0.72
220,4.74,1.38,-2.44
230,4.66,-0.33,-4.32
240,3.96,-2.67,-6.37
250,2.77,-5.36,-8.26
260,1.81,-7.8,-9.64
270,0.81,-10.49,-11.01
280,0.4,-12.56,-11.68
290,0.91,-13.63,-11.19
300,2.0,-13.98,-9.88
310,3.09,-14.24,-8.6
320,4.15,-14.2,-7.21
330,5.1,-14.18,-5.69
340,5.63,-14.08,-3.76
350,5.57,-13.84,-1.45
360,5.32,-13.55,0.96
370,4.82,-13.2,3.16
380,3.98,-13.58,5.25
390,2.9,-14.37,7.83
400,2.2,-14.34,10.95
410,1.94,-13.39,14.01
420,1.63,-12.36,16.81
430,1.44,-11.49,18.95
440,0.81,-10.75,20.7
450,-0.09,-9.57,21.98
460,-0.49,-8.13,22.88
470,0.07,-6.84,23.15
480,-0.74,-6.26,23.08
490,0.11,-6.25,23.02
500,0.66,-6.12,23.12
510,-0.72,-6.28,25.1
520,-2.4,-6.38,27.47
530,-3.46,-6.42,29.3
540,-4.0,-6.04,30.01
550,-3.59,-5.3,29.84
560,-2.7,-4.46,29.24
570,-2.01,-4.03,28.68
580,-1.4,-3.84,28.17
590,-0.72,-3.52,27.96
600,0.29,-3.19,28.01
610,1.25,-2.64,28.41
620,1.96,-2.05,29.3
630,2.33,-1.64,30.44
640,2.96,-1.49,31.6
650,3.58,-1.89,32.55
660,3.89,-2.27,33.1
670,4.29,-2.55,33.24
680,4.78,-3.04,32.92
690,5.62,-3.52,31.96
700,6.42,-4.15,30.45
710,6.91,-4.93,28.63
720,7.18,-5.66,26.76
730,7.31,-6.5,24.96
740,7.32,-7.19,23.26
750,7.11,-7.76,21.49
760,6.67,-8.2,19.76
770,5.77,-8.8,18.13
780,5.17,-9.3,16.2
790,4.65,-9.74,13.99
800,4.32,-9.97,11.72
810,3.0,-10.65,9.45
820,1.59,-10.83,7.68
830,0.29,-10.39,6.44
840,-0.97,-9.31,6.14
850,-1.5,-7.74,6.01
860,-1.7,-6.4,5.85
870,-2.36,-5.65,5.55
880,-3.18,-5.11,4.92
890,-3.77,-4.81,3.6
900,-4.21,-4.24,2.66
910,-4.12,-3.72,1.86
920,-3.34,-3.07,1.09
930,-1.89,-1.73,0.48
940,-0.7,-0.34,-0.06
950,0.02,0.52,-0.56
960,0.07,0.52,-0.58
970,-0.18,0.11,-0.13
980,-0.52,-0.44,0.27
990,-1.35,-0.8,0.62
1000,-1.77,-0.92,0.97
