timestamp,x,y,z
0,2.95,6.43,5.73
10,2.93,6.5,5.85
20,3.05,6.6,5.92
30,3.19,6.67,6.03
40,3.2,6.73,6.02
50,3.28,6.71,6.03
60,3.21,6.73,5.97
70,3.19,6.72,5.84
80,3.17,6.68,5.68
90,3.09,6.64,5.69
100,3.04,6.68,5.71
110,3.09,6.73,5.72
120,3.21,6.82,5.74
130,3.31,6.88,5.74
140,3.31,6.95,5.71
150,3.47,6.89,5.63
160,3.5,6.83,5.67
170,3.45,6.77,5.64
180,3.56,6.64,5.53
190,3.59,6.51,5.37
200,3.62,6.34,5.17
210,3.63,6.15,4.97
220,3.68,5.95,4.67
230,3.73,5.72,4.33
240,3.79,5.49,3.99
250,3.83,5.1,3.62
260,3.88,4.58,3.14
270,4.03,3.97,2.57
280,4.32,3.2,1.7
290,4.29,2.45,0.74
300,3.96,1.42,-0.05
310,4.18,0.61,-1.43
320,4.08,-0.24,-2.42
330,4.12,-0.62,-2.98
340,4.19,-1.24,-3.2
350,4.17,-1.47,-2.97
360,4.17,-1.85,-2.64
370,4.15,-2.37,-2.19
380,3.91,-2.76,-1.5
390,3.68,-3.31,-0.91
400,3.73,-3.64,-0.31
410,4.07,-3.88,0.33
420,4.29,-4.06,0.98
430,4.1,-4.23,1.86
440,3.79,-4.43,2.91
450,3.51,-4.55,4.31
460,3.4,-4.5,6.02
470,3.24,-4.41,7.76
480,3.26,-4.16,9.5
490,3.36,-3.68,11.06
500,3.91,-3.37,12.67
510,3.48,-2.86,13.86
520,4.22,-2.67,14.69
530,4.0,-2.31,15.38
540,4.07,-2.01,16.43
550,4.15,-1.87,16.85
560,3.96,-1.73,17.92
570,3.49,-1.61,18.97
580,3.37,-1.38,20.17
590,3.31,-0.91,21.21
600,3.24,-0.31,22.27
610,3.07,0.21,23.18
620,3.24,0.57,23.99
630,3.31,0.91,24.86
640,3.38,1.27,25.62
650,3.71,1.47,26.21
660,4.03,1.77,26.6
670,4.26,1.86,26.51
680,4.48,1.83,26.09
690,5.03,1.64,25.45
700,5.3,1.28,24.83
710,5.36,1.0,24.39
720,5.75,0.77,23.97
730,6.42,0.82,23.55
740,7.03,1.02,22.81
750,7.61,0.97,21.73
760,7.99,0.57,20.35
770,8.12,0.03,18.68
780,8.01,-0.59,16.8
790,7.69,-1.25,15.18
800,7.32,-1.8,13.68
810,6.62,-2.41,12.29
820,5.73,-2.85,11.03
830,4.93,-3.23,9.72
840,4.09,-3.48,8.43
850,3.31,-3.76,7.23
860,2.6,-3.99,6.07
870,1.91,-4.09,4.89
880,1.37,-4.15,3.84
890,0.88,-4.2,2.92
900,0.14,-4.18,2.33
910,-0.56,-3.99,1.94
920,-1.05,-3.7,1.66
930,-1.19,-3.32,1.31
940,-1.3,-2.88,1.11
950,-1.19,-2.39,0.94
960,-0.91,-1.69,0.91
970,-0.42,-0.69,1.21
980,0.41,0.29,1.43
990,1.08,1.21,1.59
1000,1.49,1.87,1.81
