timestamp,x,y,z
0,0.54,5.39,7.47
10,0.61,5.37,7.46
20,0.62,5.34,7.39
30,0.62,5.37,7.27
40,0.56,5.4,7.29
50,0.51,5.36,7.25
60,0.49,5.34,7.18
70,0.57,5.34,7.06
80,0.66,5.34,6.91
90,0.73,5.31,6.81
100,0.83,5.24,6.68
110,0.92,5.18,6.52
120,1.06,5.1,6.37
130,1.16,5.02,6.18
140,1.23,4.87,6.01
150,1.23,4.64,5.86
160,1.22,4.39,5.62
170,1.32,4.19,5.38
180,1.42,3.99,5.08
190,1.55,3.69,4.7
200,1.8,3.43,4.2
210,2.12,3.13,3.66
220,2.58,2.69,3.11
230,3.02,2.24,2.61
240,3.34,1.65,2.06
250,3.73,0.96,1.3
260,3.79,0.36,0.59
270,3.69,-0.15,0.23
280,3.63,-0.56,-0.08
290,3.61,-0.85,-0.06
300,3.49,-1.19,0.17
310,3.39,-1.47,0.5
320,3.32,-1.54,0.83
330,3.41,-1.54,1.26
340,3.67,-1.59,1.54
350,3.76,-1.57,1.81
360,3.58,-1.65,2.23
370,3.18,-1.97,2.95
380,2.73,-2.54,3.95
390,2.18,-2.95,5.37
400,1.13,-3.25,7.34
410,-0.13,-3.4,9.56
420,-0.86,-3.26,11.56
430,-0.66,-2.64,13.36
440,-0.08,-1.83,15.07
450,0.22,-1.12,16.9
460,-0.13,-0.47,18.58
470,-0.14,0.25,20.08
480,0.2,1.13,21.18
490,1.03,1.84,22.3
500,0.53,2.85,23.27
510,1.29,3.65,24.1
520,1.63,4.27,24.61
530,1.26,4.62,24.83
540,0.91,4.68,25.1
550,1.14,4.6,24.85
560,1.32,4.78,24.85
570,1.66,5.0,24.59
580,2.22,5.29,24.18
590,2.58,5.48,23.43
600,2.75,5.31,22.25
610,2.78,4.88,20.82
620,2.66,4.32,19.41
630,2.26,3.53,17.93
640,2.04,2.62,16.41
650,1.67,1.85,14.82
660,1.72,0.98,13.29
670,1.62,0.34,11.79
680,1.47,-0.18,10.24
690,1.44,-0.47,8.96
700,1.47,-0.57,7.83
710,1.45,-0.53,6.95
720,1.33,-0.65,6.13
730,1.07,-0.81,5.34
740,0.81,-0.97,4.6
750,0.58,-1.09,3.85
760,0.3,-1.15,3.25
770,0.0,-1.19,2.8
780,-0.35,-1.23,2.47
790,-0.56,-1.22,2.21
800,-0.64,-1.13,2.02
810,-0.69,-0.97,1.9
820,-0.68,-0.73,2.02
830,-0.68,-0.34,2.44
840,-0.84,0.13,3.16
850,-0.99,0.72,3.88
860,-0.94,1.38,4.38
870,-0.77,1.98,4.74
880,-0.47,2.38,4.92
890,-0.19,2.69,4.99
900,0.01,3.0,5.21
910,0.17,3.33,5.49
920,0.17,3.73,5.81
930,0.18,4.01,5.99
940,0.18,4.18,6.11
950,0.22,4.31,6.23
960,0.25,4.31,6.38
970,0.31,4.35,6.55
980,0.49,4.46,6.79
990,0.6,4.58,7.03
1000,0.6,4.75,7.21
